MS_SubClass,Bldg_Type,Overall_Cond,Lot_Frontage,Lot_Area,Street,UTM_x,UTM_y,School_District,Year_Built,Year_Remod_Add,Roof_Style,Gr_Liv_Area,Total_Bsmt_SF,Bsmt_Unf_SF,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Garage_Type,Garage_Area,Year_Sold,Mo_Sold,YM_Sold,Sale_Condition,Sale_Price
Two_Story_1946_and_Newer,OneFam,Average,64,8633,Pave,443320.208663159,4651503.073287796,Edwards Elementary School,2005,2005,Gable,1476,738,545,1,0,2,1,3,Attchd,540,2009,2,2009-02-01,Normal,173500
Two_Story_1946_and_Newer,OneFam,Average,85,11069,Pave,443339.6431243588,4651489.593453826,Edwards Elementary School,2007,2007,Gable,1396,608,608,0,0,2,1,3,BuiltIn,440,2009,7,2009-07-01,Normal,170000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,67,8777,Pave,443841.9567294717,4652232.985605396,Edwards Elementary School,1949,2003,Gable,1126,0,0,0,0,2,0,2,Detchd,520,2009,5,2009-05-01,Normal,108000
One_Story_1946_and_Newer_All_Styles,OneFam,Good,75,9937,Pave,443917.2909220793,4652357.083564192,Edwards Elementary School,1964,1999,Hip,1486,1486,849,1,0,1,0,3,Detchd,480,2009,3,2009-03-01,Normal,167000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,67,8877,Pave,444002.9555833171,4652353.40806834,Edwards Elementary School,1938,1958,Gable,816,816,126,1,0,1,0,2,Detchd,288,2009,5,2009-05-01,Normal,100000
Split_Foyer,OneFam,Average,64,7301,Pave,444343.5980045681,4652103.000948982,Edwards Elementary School,2003,2003,Gable,1922,0,0,0,0,3,0,4,BuiltIn,672,2009,7,2009-07-01,Normal,198500
Two_Story_1946_and_Newer,OneFam,Above_Average,75,7950,Pave,444070.9234402736,4652068.1613611095,Edwards Elementary School,1977,1977,Hip,1426,690,155,0,0,1,1,3,Attchd,440,2009,7,2009-07-01,Normal,159500
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,80,10682,Pave,444200.27563776483,4652180.043993396,Edwards Elementary School,1960,1971,Gable,1149,1014,615,1,0,1,0,3,More_Than_Two_Types,544,2009,7,2009-07-01,Normal,127000
Split_or_Multilevel,OneFam,Above_Average,72,7200,Pave,444094.00553214614,4652098.303416729,Edwards Elementary School,1976,1976,Hip,1125,1041,410,1,0,1,0,3,Detchd,352,2009,10,2009-10-01,Abnorml,125000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,86,13286,Pave,443979.7367701954,4651888.013522543,Edwards Elementary School,2007,2008,Hip,1698,1698,464,1,0,2,0,3,Attchd,768,2009,2,2009-02-01,Normal,320000
PUD_Multilevel_Split_Level_Foyer,TwnhsE,Average,35,3675,Pave,444532.508659603,4652098.410739626,Edwards Elementary School,2005,2006,Gable,1072,547,0,1,0,1,0,2,Basment,525,2009,4,2009-04-01,Normal,145500
One_Story_1946_and_Newer_All_Styles,OneFam,Excellent,50,9405,Pave,444963.83395385486,4652485.675028756,Edwards Elementary School,1947,2008,Hip,698,698,698,0,1,1,0,2,No_Garage,0,2009,6,2009-06-01,Normal,118000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,64,6410,Pave,444834.0292794513,4652147.467081057,Edwards Elementary School,1959,1959,Gable,876,876,301,0,0,1,0,3,Detchd,320,2009,3,2009-03-01,Normal,85000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,70,11767,Pave,444969.756204107,4652246.122746174,Edwards Elementary School,1950,1950,Gable,1368,1078,0,1,0,1,0,3,Attchd,195,2009,6,2009-06-01,Normal,120000
One_and_Half_Story_Finished_All_Ages,OneFam,Fair,50,8405,Pave,444990.02324932383,4652410.155416719,Edwards Elementary School,1945,1950,Gable,1529,0,0,0,0,2,0,4,Detchd,240,2009,4,2009-04-01,Normal,98000
One_Story_1945_and_Older,OneFam,Very_Good,56,4060,Pave,445425.6194214678,4652373.06523138,Edwards Elementary School,1922,1950,Gable,864,864,864,0,0,1,0,2,No_Garage,0,2009,7,2009-07-01,Normal,99900
One_Story_1946_and_Newer_All_Styles,OneFam,Fair,74,10206,Pave,444958.105847356,4652099.977863757,Edwards Elementary School,1952,1952,Flat,944,0,0,0,0,1,0,2,Detchd,528,2009,7,2009-07-01,Normal,82000
Duplex_All_Styles_and_Ages,Duplex,Average,65,10926,Pave,444991.3423943658,4652012.667015611,Edwards Elementary School,1959,1959,Hip,1678,1678,1678,0,0,2,0,6,No_Garage,0,2009,8,2009-08-01,Normal,119900
One_Story_1946_and_Newer_All_Styles,OneFam,Average,70,11767,Pave,444997.8404761305,4652141.530184957,Edwards Elementary School,1956,1956,Hip,1560,1150,604,0,0,1,0,2,Attchd,313,2009,5,2009-05-01,Normal,103500
One_Story_1946_and_Newer_All_Styles,OneFam,Fair,0,8926,Pave,445082.7696299843,4652053.263556887,Edwards Elementary School,1956,1956,Gable,960,672,672,0,0,1,0,3,Basment,288,2009,10,2009-10-01,Abnorml,112000
One_and_Half_Story_Finished_All_Ages,OneFam,Very_Good,67,12354,Pave,445527.7946562917,4652438.45684306,Edwards Elementary School,1920,2000,Gable,1196,684,684,0,0,1,0,3,Detchd,528,2009,8,2009-08-01,Normal,110000
One_and_Half_Story_Finished_All_Ages,OneFam,Above_Average,45,8212,Pave,445635.33486868395,4652437.18677896,Edwards Elementary School,1941,1950,Gable,1298,720,94,0,0,1,0,3,Detchd,256,2009,9,2009-09-01,Normal,122000
One_and_Half_Story_Finished_All_Ages,OneFam,Average,60,10998,Pave,445717.2990738868,4652436.891493018,Edwards Elementary School,1941,1960,Gable,1604,984,156,0,0,2,0,3,Detchd,660,2009,7,2009-07-01,Normal,117000
One_and_Half_Story_Finished_All_Ages,OneFam,Below_Average,70,6300,Pave,446034.2919093023,4652215.950364279,Edwards Elementary School,1938,1950,Gable,1268,832,0,0,0,1,1,3,Basment,250,2009,7,2009-07-01,Abnorml,160000
One_and_Half_Story_Finished_All_Ages,OneFam,Average,55,4500,Pave,446017.2211185731,4652170.555447498,Edwards Elementary School,1932,2000,Gable,1520,793,611,0,0,1,0,3,Detchd,281,2009,7,2009-07-01,Abnorml,159434
One_Story_1945_and_Older,OneFam,Average,60,8400,Pave,446035.35717943433,4651931.800053942,Edwards Elementary School,1920,1950,Gable,438,290,0,0,0,1,0,1,Detchd,246,2009,1,2009-01-01,Normal,60000
One_and_Half_Story_Finished_All_Ages,OneFam,Good,60,9900,Pave,446301.08625702746,4651858.385203655,Edwards Elementary School,1940,1950,Gable,1489,778,778,0,0,2,0,3,Detchd,240,2009,7,2009-07-01,Normal,139500
Two_and_Half_Story_All_Ages,OneFam,Fair,102,15863,Pave,446043.8760232841,4651778.2829143265,Edwards Elementary School,1920,1970,Gable,3082,824,301,1,0,2,1,5,Basment,672,2009,8,2009-08-01,Normal,197000
Two_Story_1945_and_Older,OneFam,Above_Average,43,5707,Pave,446469.74315916596,4652098.391124351,Edwards Elementary School,1935,1950,Gable,1242,583,583,0,0,1,1,3,Detchd,180,2009,3,2009-03-01,Normal,105000
One_and_Half_Story_Finished_All_Ages,OneFam,Fair,65,7804,Pave,446315.6930917828,4652081.457557615,Edwards Elementary School,1928,1950,Gable,1981,1122,500,1,0,2,0,4,Detchd,576,2009,12,2009-12-01,Normal,135000
One_Story_1945_and_Older,OneFam,Very_Good,64,8574,Pave,446460.4530243032,4651964.662566363,Edwards Elementary School,1916,2000,Gable,1232,816,816,0,0,1,0,3,Detchd,440,2009,10,2009-10-01,Normal,147500
One_and_Half_Story_Finished_All_Ages,OneFam,Above_Average,51,6171,Pave,446313.52930643735,4651959.77812518,Edwards Elementary School,1925,1990,Gable,1608,976,712,0,0,2,1,3,Detchd,216,2009,10,2009-10-01,Normal,137450
Two_Story_1945_and_Older,OneFam,Excellent,60,7200,Pave,446520.2467863934,4652079.311291538,Edwards Elementary School,1936,2007,Gable,1135,560,0,1,0,1,0,3,Detchd,576,2009,4,2009-04-01,Normal,155000
One_and_Half_Story_Finished_All_Ages,OneFam,Above_Average,57,7558,Pave,446440.94756253425,4651859.769631055,Edwards Elementary School,1928,1950,Gable,1913,896,896,0,0,1,1,3,Detchd,342,2009,3,2009-03-01,Normal,177000
One_and_Half_Story_Finished_All_Ages,OneFam,Good,52,6292,Pave,446313.5161549809,4651848.741908893,Edwards Elementary School,1928,1950,Gable,1477,861,861,0,1,2,0,3,Detchd,216,2009,8,2009-08-01,Normal,145000
Two_Story_1945_and_Older,OneFam,Very_Good,53,7155,Pave,446621.2066102489,4651859.96413676,Edwards Elementary School,1918,1990,Gambrel,1228,600,600,0,0,1,0,3,Detchd,215,2009,5,2009-05-01,Normal,137000
Two_Story_1945_and_Older,OneFam,Excellent,53,10918,Pave,446626.09254986676,4651761.105104436,Edwards Elementary School,1926,2004,Gambrel,2080,1276,1276,0,0,1,1,3,Detchd,282,2009,6,2009-06-01,Normal,234000
One_and_Half_Story_Finished_All_Ages,OneFam,Above_Average,60,13680,Pave,446780.2030784256,4652099.51706333,Edwards Elementary School,1940,1950,Gable,1567,840,112,1,0,1,1,2,Detchd,440,2009,2,2009-02-01,Normal,205000
Two_Story_1945_and_Older,OneFam,Good,0,7500,Pave,447037.3641834478,4652103.786235698,Edwards Elementary School,1942,1950,Gable,1494,771,224,0,0,1,0,3,Attchd,213,2009,11,2009-11-01,Normal,177500
One_and_Half_Story_Finished_All_Ages,OneFam,Good,130,9600,Pave,446815.82831892726,4652052.814258103,Edwards Elementary School,1940,1950,Gable,1308,728,300,1,0,1,1,2,Detchd,256,2009,6,2009-06-01,Normal,160000
One_Story_1946_and_Newer_All_Styles,OneFam,Below_Average,80,14680,Pave,447001.2640969092,4651926.620358354,Edwards Elementary School,1960,1960,Gable,1273,1273,480,0,0,1,0,2,Attchd,307,2009,6,2009-06-01,Normal,155000
One_Story_1945_and_Older,OneFam,Good,80,13360,Pave,446962.1772055326,4651925.913453012,Edwards Elementary School,1921,2006,Gable,964,876,163,1,0,1,0,2,Detchd,432,2009,8,2009-08-01,Normal,163500
One_and_Half_Story_Finished_All_Ages,OneFam,Above_Average,54,7681,Pave,446654.84209205164,4651829.397987615,Edwards Elementary School,1921,1950,Gable,1343,731,731,0,0,1,1,3,Detchd,186,2009,7,2009-07-01,Normal,154900
Duplex_All_Styles_and_Ages,Duplex,Above_Average,0,8145,Pave,446678.7802217972,4651736.991175268,Edwards Elementary School,1940,1950,Gable,2480,920,674,0,0,2,1,5,Detchd,400,2009,7,2009-07-01,Normal,205000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,70,9100,Pave,447057.12318283203,4651767.310160635,Mitchell Elementary School,1954,1954,Gable,1112,1112,264,1,0,1,0,2,Attchd,390,2009,10,2009-10-01,Family,144800
Two_Story_1945_and_Older,OneFam,Good,75,12000,Pave,446764.9528066732,4651606.941836988,Edwards Elementary School,1941,1950,Gable,1564,704,429,0,0,1,1,3,Attchd,234,2009,7,2009-07-01,Normal,174500
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,90,13339,Pave,446768.65410982893,4651438.250157505,Edwards Elementary School,1960,1960,Gable,1561,1561,621,1,0,2,0,3,Attchd,463,2009,5,2009-05-01,Normal,193000
One_and_Half_Story_Finished_All_Ages,OneFam,Good,78,15600,Pave,446945.91523243935,4651633.899124342,Edwards Elementary School,1949,2005,Gable,1523,1067,248,1,0,2,0,3,Attchd,295,2009,10,2009-10-01,Normal,158000
One_Story_1946_and_Newer_All_Styles,OneFam,Very_Good,80,14000,Pave,446895.74280002277,4651502.141911506,Edwards Elementary School,1950,2004,Gable,1152,1092,1092,0,1,1,0,3,Attchd,300,2009,8,2009-08-01,Family,158500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,100,17500,Pave,447056.0814858192,4651361.8142473055,Mitchell Elementary School,1954,1954,Gable,1906,1310,91,1,0,1,1,3,Basment,576,2009,1,2009-01-01,Normal,224000
Two_Story_PUD_1946_and_Newer,Twnhs,Above_Average,24,1733,Pave,446528.926450967,4651031.441612696,Edwards Elementary School,1980,1980,Gable,1032,516,516,0,0,1,0,2,Detchd,452,2009,5,2009-05-01,Normal,115000
Two_Story_PUD_1946_and_Newer,TwnhsE,Above_Average,24,1488,Pave,446528.926450967,4651031.441612696,Edwards Elementary School,1980,1992,Gable,1229,561,90,1,0,1,1,2,Attchd,462,2009,10,2009-10-01,Normal,137000
Two_Story_PUD_1946_and_Newer,Twnhs,Above_Average,24,1612,Pave,446528.926450967,4651031.441612696,Edwards Elementary School,1980,1980,Gable,1229,561,561,0,0,1,1,2,Attchd,462,2009,7,2009-07-01,Normal,121000
Two_Story_PUD_1946_and_Newer,TwnhsE,Above_Average,24,1300,Pave,446528.926450967,4651031.441612696,Edwards Elementary School,1980,1980,Gable,1229,561,276,0,0,1,1,2,Attchd,462,2009,5,2009-05-01,Normal,124000
Split_or_Multilevel,OneFam,Above_Average,0,13607,Pave,446602.67213206703,4651158.244132579,Edwards Elementary School,1986,1986,Gable,1982,572,118,1,0,2,1,3,BuiltIn,501,2009,4,2009-04-01,Normal,208000
One_Story_1946_and_Newer_All_Styles,OneFam,Excellent,0,17597,Pave,446713.0339745957,4651243.35557373,Edwards Elementary School,1971,2009,Hip,2365,1803,581,1,0,2,0,3,Attchd,551,2009,7,2009-07-01,Normal,315000
One_Story_1946_and_Newer_All_Styles,OneFam,Excellent,0,21695,Pave,446677.34931417496,4650990.905805159,Edwards Elementary School,1988,2007,Hip,1680,880,72,1,0,2,0,3,Attchd,540,2009,12,2009-12-01,Normal,222000
Two_Story_1945_and_Older,OneFam,Good,59,10690,Pave,448233.28683065326,4652488.016052557,Mitchell Elementary School,1920,1997,Hip,1344,672,216,0,0,1,0,3,Detchd,468,2009,7,2009-07-01,Normal,147000
Two_Story_1945_and_Older,OneFam,Above_Average,50,8660,Pave,448103.9932874264,4652345.059267701,Mitchell Elementary School,1900,1993,Gambrel,2168,760,760,0,0,2,0,5,Detchd,576,2009,12,2009-12-01,Normal,123000
Two_Story_1945_and_Older,OneFam,Average,60,6402,Pave,448231.6291490852,4652363.11276443,Mitchell Elementary School,1920,1950,Gable,1192,596,596,0,0,1,0,3,Detchd,189,2009,7,2009-07-01,Normal,78000
One_and_Half_Story_Finished_All_Ages,OneFam,Poor,105,8470,Pave,448926.2674103544,4652201.28942089,Mitchell Elementary School,1915,1982,Hip,1526,1013,1013,0,0,1,0,2,No_Garage,0,2009,10,2009-10-01,Abnorml,85000
One_Story_1945_and_Older,OneFam,Above_Average,60,10200,Pave,449050.31004585803,4652180.1879755575,Mitchell Elementary School,1925,1950,Gable,572,572,572,0,0,1,0,2,Detchd,200,2009,5,2009-05-01,Normal,75000
One_Story_PUD_1946_and_Newer,TwnhsE,Average,44,3843,Pave,448943.90246317204,4650924.142156453,Mitchell Elementary School,2007,2008,Hip,1648,1596,120,1,1,2,0,2,Attchd,482,2009,6,2009-06-01,Partial,230000
One_Story_1945_and_Older,OneFam,Below_Average,109,21780,Grvl,451298.3088591979,4651975.399796147,Mitchell Elementary School,1910,1950,Gable,810,0,0,0,0,1,0,1,Detchd,280,2009,3,2009-03-01,Normal,57625
Two_Story_1946_and_Newer,OneFam,Average,75,10125,Pave,449731.7923197218,4649608.851834911,Mitchell Elementary School,2000,2001,Gable,2052,1107,412,0,0,2,1,3,BuiltIn,642,2009,5,2009-05-01,Normal,251000
One_and_Half_Story_Finished_All_Ages,OneFam,Average,48,12822,Pave,449706.11302262207,4649585.050328843,Mitchell Elementary School,2003,2003,Gable,2149,1434,83,1,0,1,1,1,Attchd,670,2009,8,2009-08-01,Abnorml,239686
One_Story_1946_and_Newer_All_Styles,OneFam,Average,43,12118,Pave,449722.78088752984,4649634.564808637,Mitchell Elementary School,2004,2005,Hip,1710,1710,1710,0,0,2,0,3,Attchd,550,2009,4,2009-04-01,Normal,240000
Two_Story_1946_and_Newer,OneFam,Average,71,12209,Pave,449997.8867812235,4649440.640371311,Mitchell Elementary School,2001,2002,Gable,1961,804,114,1,0,2,1,3,BuiltIn,560,2009,6,2009-06-01,Normal,215000
Split_Foyer,OneFam,Above_Average,75,9750,Pave,449916.46042338136,4649627.420565499,Mitchell Elementary School,1977,1977,Gable,926,902,135,1,0,1,0,2,Attchd,351,2009,4,2009-04-01,Normal,156450
Split_Foyer,OneFam,Good,72,9360,Pave,449935.0969221098,4649627.51104794,Mitchell Elementary School,1977,1977,Gable,1287,957,0,1,0,1,1,2,Attchd,541,2009,11,2009-11-01,Normal,173000
Duplex_All_Styles_and_Ages,Duplex,Average,75,10125,Pave,449932.66033256036,4649610.873000969,Mitchell Elementary School,1977,1977,Gable,1734,0,0,0,0,2,0,4,Attchd,539,2009,8,2009-08-01,Normal,126000
Split_or_Multilevel,OneFam,Average,0,9947,Pave,450111.01258761727,4649497.026701405,Mitchell Elementary School,1990,1991,Gable,1217,1188,577,1,0,2,0,3,Attchd,497,2009,6,2009-06-01,Normal,173000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,82,11070,Pave,450105.50635345443,4649514.94205939,Mitchell Elementary School,1991,1991,Gable,1595,1582,1527,1,0,2,0,2,Detchd,672,2009,4,2009-04-01,Abnorml,152000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,0,14375,Pave,446187.69298784627,4650118.753072854,Mitchell Elementary School,1958,1958,Gable,1344,819,354,0,1,1,0,3,Basment,525,2009,1,2009-01-01,Abnorml,137500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,150,215245,Pave,445994.09833448887,4650135.103738773,Mitchell Elementary School,1965,1965,Hip,2036,2136,80,2,0,2,0,3,Attchd,513,2009,6,2009-06-01,Normal,375000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,89,12898,Pave,445903.3341225126,4649430.383587094,Mitchell Elementary School,2007,2008,Hip,1620,1620,598,1,0,2,0,2,Attchd,912,2009,9,2009-09-01,Normal,315500
Two_Story_1946_and_Newer,OneFam,Average,83,13159,Pave,446012.52320122876,4649432.993710264,Mitchell Elementary School,2009,2009,Gable,1692,846,846,0,0,2,1,3,Attchd,650,2009,7,2009-07-01,Partial,224500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,113,13438,Pave,446008.5264304878,4649288.788439946,Mitchell Elementary School,2008,2008,Gable,2036,2190,432,1,0,2,0,3,Attchd,780,2009,7,2009-07-01,Normal,410000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,79,14463,Pave,445912.2736408658,4649397.004612631,Mitchell Elementary School,2008,2008,Gable,1641,1641,526,1,0,2,0,3,Attchd,885,2009,1,2009-01-01,Normal,316500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,73,8925,Pave,446126.4321810396,4649391.821504456,Mitchell Elementary School,2007,2007,Gable,1466,1466,1450,0,0,2,0,3,Attchd,610,2009,7,2009-07-01,Normal,201000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,130,11457,Pave,446460.0721966108,4649721.181253141,Mitchell Elementary School,1988,1988,Gable,1412,1392,387,1,0,2,0,3,Attchd,576,2009,3,2009-03-01,Normal,175000
Two_Story_1946_and_Newer,OneFam,Very_Good,0,9839,Pave,446591.24458638974,4649860.985645434,Mitchell Elementary School,1980,2006,Gable,2237,712,250,0,0,2,1,3,BuiltIn,440,2009,2,2009-02-01,Normal,204000
Split_or_Multilevel,OneFam,Average,125,14419,Pave,446614.07490208925,4649773.495130052,Mitchell Elementary School,1987,1989,Hip,1479,1645,117,2,0,2,1,3,Attchd,578,2009,7,2009-07-01,Normal,213500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,6853,Pave,446430.9405749915,4649570.725549091,Mitchell Elementary School,2001,2002,Gable,1296,1267,262,1,0,2,0,2,Attchd,471,2009,6,2009-06-01,Normal,220000
Two_Story_1946_and_Newer,OneFam,Average,75,9157,Pave,446443.58193554677,4649544.64768258,Mitchell Elementary School,2003,2003,Gable,2014,912,912,0,0,2,1,3,Attchd,486,2009,2,2009-02-01,Abnorml,170000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,85,14601,Pave,446428.2238147112,4649463.263354418,Mitchell Elementary School,2006,2006,Hip,1838,1838,578,1,0,2,0,2,Attchd,765,2009,3,2009-03-01,Normal,315000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,85,12633,Pave,446021.4381932359,4649200.416605306,Mitchell Elementary School,2007,2007,Hip,1978,1978,338,1,0,2,0,2,Attchd,920,2009,5,2009-05-01,Normal,425000
One_Story_1946_and_Newer_All_Styles,OneFam,Good,75,12518,Pave,449951.1489141499,4649235.522095193,Mitchell Elementary School,1968,1968,Gable,1008,1008,476,0,0,1,0,3,Attchd,384,2009,4,2009-04-01,Normal,139500
One_Story_1946_and_Newer_All_Styles,OneFam,Below_Average,100,21750,Pave,449610.8956438491,4649088.40036605,Mitchell Elementary School,1960,2006,Hip,1771,0,0,0,0,1,0,3,Attchd,336,2009,11,2009-11-01,Normal,115000
One_Story_PUD_1946_and_Newer,TwnhsE,Average,32,4500,Pave,449625.1339332814,4649192.116938937,Mitchell Elementary School,1998,1998,Hip,1204,1204,338,1,0,2,0,2,Attchd,412,2009,6,2009-06-01,Normal,162000
One_Story_PUD_1946_and_Newer,TwnhsE,Average,0,4500,Pave,449623.1810647698,4649080.429618951,Mitchell Elementary School,1999,1999,Hip,1224,1224,341,1,0,2,0,2,Attchd,402,2009,6,2009-06-01,Normal,165000
PUD_Multilevel_Split_Level_Foyer,Twnhs,Average,21,1596,Pave,449950.75237037713,4649040.802990189,Mitchell Elementary School,1973,1973,Gable,988,462,0,1,0,1,0,2,BuiltIn,297,2009,11,2009-11-01,Normal,91000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,62,9858,Pave,449954.45611605083,4649166.579390971,Mitchell Elementary School,1968,1968,Gable,874,864,354,1,0,1,0,3,Attchd,288,2009,11,2009-11-01,Normal,130000
PUD_Multilevel_Split_Level_Foyer,Twnhs,Very_Good,21,1526,Pave,450015.0911873246,4649084.652225947,Mitchell Elementary School,1970,2002,Gable,630,630,115,1,0,1,0,1,Attchd,286,2009,5,2009-05-01,Normal,86000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,83,13383,Pave,450251.06785744894,4649153.711315555,Mitchell Elementary School,1969,2000,Hip,1404,1188,594,0,0,2,0,3,Attchd,504,2009,3,2009-03-01,Normal,160000
PUD_Multilevel_Split_Level_Foyer,TwnhsE,Below_Average,21,1477,Pave,450045.56025214953,4649082.772054618,Mitchell Elementary School,1970,1970,Gable,630,630,121,1,0,1,0,1,Attchd,286,2009,4,2009-04-01,Normal,80000
Two_Story_PUD_1946_and_Newer,Twnhs,Above_Average,21,1533,Pave,450139.94115193264,4649123.0798499435,Mitchell Elementary School,1970,2008,Gable,1344,546,546,0,0,1,1,3,No_Garage,0,2009,5,2009-05-01,Normal,97000
Two_Story_PUD_1946_and_Newer,TwnhsE,Below_Average,21,2217,Pave,450157.161643434,4649039.349587107,Mitchell Elementary School,1970,1970,Gable,1092,546,0,0,0,1,1,3,Attchd,286,2009,8,2009-08-01,Normal,88000
Split_Foyer,OneFam,Very_Good,50,7689,Pave,450209.26413770276,4648992.238007067,Mitchell Elementary School,1972,1972,Gable,796,796,0,0,1,1,0,2,Detchd,336,2009,7,2009-07-01,Normal,131900
Split_or_Multilevel,OneFam,Average,62,7706,Pave,449745.63791813346,4648570.243903052,Mitchell Elementary School,1993,1996,Gable,1091,384,0,0,1,1,0,2,Attchd,429,2009,8,2009-08-01,Normal,131250
Split_Foyer,OneFam,Above_Average,0,9101,Pave,449892.39948169,4648707.000013096,Mitchell Elementary School,1978,1978,Gable,1110,1097,0,1,0,1,0,1,Attchd,602,2009,7,2009-07-01,Normal,165500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,8780,Pave,449979.8512337456,4648644.869560551,Mitchell Elementary School,1985,1985,Gable,833,833,208,1,0,1,0,3,No_Garage,0,2009,3,2009-03-01,Normal,112000
